,ts,ne,mf,score,mae,time
36,0.2,4,sqrt,0.3409272926976179,0.040356511608636216,0.7328516999259591
37,0.2,4,log2,0.35907463778807125,0.0395163365016637,0.7773165998514742
38,0.2,4,,0.32575238833676323,0.04077782006785394,2.851903500035405
39,0.2,5,sqrt,0.3697914916725634,0.03826199202538689,1.8523971000686288
40,0.2,5,log2,0.36884275360818297,0.038441811854075525,3.3976203000638634
41,0.2,5,,0.3575482217677016,0.039002726361850024,9.541964599862695
42,0.2,6,sqrt,0.3744378660020682,0.03777109259100262,5.74351830012165
43,0.2,6,log2,0.384064044285762,0.037639320220138224,4.984450000105426
44,0.2,6,,0.3601205879763091,0.03861905610201092,8.52944379998371
45,0.2,7,sqrt,0.38765849899154403,0.03709188745091289,4.68873200006783
46,0.2,7,log2,0.3843610455497065,0.03721700643123647,5.607083099894226
47,0.2,7,,0.3707792160199025,0.0380123905131954,17.72146200016141
48,0.3,0,sqrt,-0.550877298893705,0.05481237027059081,0.19506950001232326
