,split_data,alpha,warm_start,selection,fit_intercept,score,mae,rmse,r2,mape,residuales,time
2045,4,0.05,False,cyclic,False,-6.770086397663438,0.19294742556292127,0.22076813976978493,-6.770086397663438,0.38839702445146906,[0.07721018 0.08024224 0.10856459 ... 0.1635736  0.19524596 0.25434818],0.03557070001261309
2046,4,0.05,False,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.00482849997933954
2047,4,0.05,False,random,False,-6.757155704640065,0.19276276263177133,0.2205843661568953,-6.757155704640065,0.388050929068357,[0.07755711 0.08058917 0.10890681 ... 0.16337056 0.19505232 0.25415454],0.18389449996175244
2048,4,0.005,True,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.004392600036226213
2049,4,0.005,True,cyclic,False,-1.5945638503475865,0.09361859490246091,0.12757208562969083,-1.5945638503475865,0.21252309280845763,"[-0.04090271 -0.03787394 -0.01013588 ...  0.08781111 -0.05315196
  0.00594696]",0.042604199959896505
2050,4,0.005,True,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.012863599986303598
2051,4,0.005,True,random,False,-1.5796248040412255,0.09316606341445732,0.12720428652072943,-1.5796248040412255,0.21193572529406213,"[-0.04016953 -0.03714082 -0.00940394 ...  0.08492589 -0.05649647
  0.0026024 ]",0.10388559999410063
2052,4,0.005,False,cyclic,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.012204899976495653
2053,4,0.005,False,cyclic,False,-1.5945638503475865,0.09361859490246091,0.12757208562969083,-1.5945638503475865,0.21252309280845763,"[-0.04090271 -0.03787394 -0.01013588 ...  0.08781111 -0.05315196
  0.00594696]",0.03677939996123314
2054,4,0.005,False,random,True,-1.6886768900103988e-05,0.033583636784277456,0.0792003573598622,-1.6886768900103988e-05,0.0911063535876086,"[ 4.05045574e-05  3.07256672e-03  3.46043200e-02 ... -1.13863207e-04
  2.51396654e-02  8.42418878e-02]",0.004812299972400069
2055,4,0.005,False,random,False,-1.5888816066130698,0.09343231067363801,0.12743231396630286,-1.5888816066130698,0.21228225685693247,"[-0.04049381 -0.03746507 -0.0097297  ...  0.08650536 -0.05431127
  0.00478762]",0.5062110999715514
2056,4,0.0005,True,cyclic,True,0.0020661738056991785,0.04271704402892431,0.07911782618082547,0.0020661738056991785,0.10984219675223397,"[-0.01832867 -0.01529642  0.0167375  ... -0.00934389  0.01490589
  0.07400831]",0.013884999963920563
2057,4,0.0005,True,cyclic,False,-1.5636469428553932,0.09241981941260637,0.12680973119620212,-1.5636469428553932,0.21569253881415956,"[-0.0688538  -0.06504546 -0.03642523 ...  0.06627499 -0.09923045
 -0.04175212]",0.06028660002630204
2058,4,0.0005,True,random,True,0.002067061149619076,0.04271626366991534,0.0791177910057789,0.002067061149619076,0.10984072362986244,"[-0.01832724 -0.01529498  0.01673883 ... -0.00934415  0.01490585
  0.07400827]",0.013203700014855713
2059,4,0.0005,True,random,False,-1.5690412573534882,0.092565688127863,0.12694307485211756,-1.5690412573534882,0.2162487471964438,"[-0.06787817 -0.06411338 -0.03554333 ...  0.06341469 -0.10209147
 -0.04452311]",0.4170350999920629
2060,4,0.0005,False,cyclic,True,0.0020661738056991785,0.04271704402892431,0.07911782618082547,0.0020661738056991785,0.10984219675223397,"[-0.01832867 -0.01529642  0.0167375  ... -0.00934389  0.01490589
  0.07400831]",0.015262199973221868
2061,4,0.0005,False,cyclic,False,-1.5636469428553932,0.09241981941260637,0.12680973119620212,-1.5636469428553932,0.21569253881415956,"[-0.0688538  -0.06504546 -0.03642523 ...  0.06627499 -0.09923045
 -0.04175212]",0.08323489996837452
2062,4,0.0005,False,random,True,0.001996510080839675,0.042725576608768044,0.0791205876596651,0.001996510080839675,0.10986147588302897,"[-0.01834523 -0.01531298  0.01672066 ... -0.00936458  0.01488576
  0.07398817]",0.02035710000200197
2063,4,0.0005,False,random,False,-1.5691937657652333,0.09257167029525033,0.126946842716756,-1.5691937657652333,0.21627329653618932,"[-0.06791198 -0.06414393 -0.03556971 ...  0.06337959 -0.10223904
 -0.04467745]",0.5370091999648139
