,model,mse,rmse,mae,r2,mape,time
265,Bagging,0.009928623802326685,0.09964247990855449,0.06793606331509026,-0.4575959886957919,0.16092306725379663,0.9571924000047147
266,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.005399499961640686
267,Boosting,0.007803951832725274,0.08833997867741011,0.0526414276263468,-0.14567830485126243,0.12994872489758197,2.266324899974279
268,DecisionTree,0.007307585206542823,0.08548441499210732,0.04748713048164074,-0.07280798388326915,0.12034177089623263,0.01283359999069944
269,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0027939999708905816
270,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0045344000100158155
271,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.017438000009860843
272,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.005763299996033311
273,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0031390999793075025
274,RF,0.008516949850373398,0.09228732226245054,0.06003849878173197,-0.25035172899977476,0.14495378595563504,6.987077999976464
275,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.3492772000026889
276,AdaBoost,0.007411650345665996,0.08609094229746818,0.051316025487888425,-0.08808552207677578,0.12808559904558575,0.6446380000561476
277,Bagging,0.009436711021985534,0.09714273530216005,0.06435734992123857,-0.3853795254992074,0.15178036824218344,1.1259573000133969
278,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.005514299962669611
279,Boosting,0.007864473504346098,0.08868186682939246,0.053020611313920274,-0.154563337413681,0.1308883277429882,2.2024863999686204
280,DecisionTree,0.0073075852065427995,0.08548441499210718,0.04748713048163986,-0.07280798388326559,0.12034177089623062,0.013875400007236749
281,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.0031160999787971377
282,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.0026003000093623996
283,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.016113399993628263
284,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.005726900009904057
285,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.002693000016734004
286,RF,0.008573183602720328,0.09259148774439435,0.05926449182048245,-0.25860726304780557,0.14269198837579958,6.8604173000203446
287,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.29207289998885244
288,AdaBoost,0.007921813214686924,0.08900456850458253,0.0562872457788034,-0.16298123433975675,0.13796146246622767,0.4040361000224948
289,Bagging,0.01055891011835866,0.10275655754431762,0.0721101357764812,-0.5501267184594438,0.16769492352269105,0.7289045000215992
290,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.006966800021473318
291,Boosting,0.007775056848752428,0.0881762828018534,0.05204385257794,-0.1414363058017687,0.1293779175224537,2.69871589995455
292,DecisionTree,0.007307585206542766,0.08548441499210699,0.047487130481638516,-0.07280798388326071,0.12034177089622757,0.01520279998658225
293,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.005167700001038611
294,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.003404300019610673
295,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.015252500015776604
296,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.007557299977634102
297,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.0022635000059381127
298,RF,0.008403940420418737,0.09167300813444891,0.058922125569363465,-0.2337611022355588,0.14222284245101727,6.614600499975495
299,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.22704619995784014
300,AdaBoost,0.007580809314253428,0.08706784316987201,0.05251866918384913,-0.1129193196879994,0.13050491124651226,0.30405310000060126
301,Bagging,0.010352300620116753,0.10174625604962943,0.06996562048944384,-0.51979490391398,0.1632352726789985,0.8131967999506742
